"序号","文件名","扩展名","大小MB","一级目录","模块","内容类型","建议标签","格式处理建议","相对路径","完整路径"
"251","常识判断全真模拟90题.pdf",".pdf","6.91","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\常识判断模块\常识判断全真模拟90题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\常识判断模块\常识判断全真模拟90题.pdf"
"252","超经典图形100道.doc",".doc","1.63","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\超经典图形100道.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\超经典图形100道.doc"
"253","成语使用错误分析175例.doc",".doc","0.08","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\成语使用错误分析175例.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\成语使用错误分析175例.doc"
"254","词语辨析456组.doc",".doc","0.15","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\词语辨析456组.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\词语辨析456组.doc"
"255","地理国情330题.pdf",".pdf","1.04","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\地理国情330题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\地理国情330题.pdf"
"256","定义判断专项训练之二.doc",".doc","0.03","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\定义判断专项训练90题\定义判断专项训练之二.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\定义判断专项训练90题\定义判断专项训练之二.doc"
"257","定义判断专项训练之三.doc",".doc","0.03","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\定义判断专项训练90题\定义判断专项训练之三.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\定义判断专项训练90题\定义判断专项训练之三.doc"
"258","定义判断专项训练之一.doc",".doc","0.03","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\定义判断专项训练90题\定义判断专项训练之一.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\定义判断专项训练90题\定义判断专项训练之一.doc"
"259","法律常识515题.pdf",".pdf","0.68","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\法律常识515题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\法律常识515题.pdf"
"260","经济常识172题.pdf",".pdf","0.48","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\经济常识172题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\经济常识172题.pdf"
"261","科技常识677题.pdf",".pdf","1.48","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\科技常识677题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\科技常识677题.pdf"
"262","类比推理90题.doc",".doc","0.1","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\类比推理90题.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\类比推理90题.doc"
"263","逻辑解题十八套路 .doc",".doc","0.16","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\逻辑解题十八套路 .doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\逻辑解题十八套路 .doc"
"264","判断推理考前30分.pdf",".pdf","0.75","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\判断推理考前30分.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\判断推理考前30分.pdf"
"265","全新行政职业能力题库完整版.pdf",".pdf","12.36","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\3. 【行政职业能力测试】专用题库（重要）\全新行政职业能力题库完整版.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\3. 【行政职业能力测试】专用题库（重要）\全新行政职业能力题库完整版.pdf"
"266","数量资料考前30分.pdf",".pdf","1.14","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\数量资料考前30分.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\数量资料考前30分.pdf"
"267","图形推理各类型题目精讲.doc",".doc","0.23","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\图形推理各类型题目精讲.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\判断推理模块\图形推理各类型题目精讲.doc"
"268","新版【行测】必做题库.pdf",".pdf","16.84","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版【行测】必做题库.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版【行测】必做题库.pdf"
"269","新版常识判断+150题.pdf",".pdf","10.78","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版常识判断+150题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版常识判断+150题.pdf"
"270","新版考试·职测高频考点讲义集锦.pdf",".pdf","2.82","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【全新讲义】职测高频考点集锦\新版考试·职测高频考点讲义集锦.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【全新讲义】职测高频考点集锦\新版考试·职测高频考点讲义集锦.pdf"
"271","新版-判断高频必做100题.pdf",".pdf","4.36","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-判断高频必做100题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-判断高频必做100题.pdf"
"272","新版判断推理+150道.pdf",".pdf","2.69","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版判断推理+150道.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版判断推理+150道.pdf"
"273","新版-数量高频必做100题.pdf",".pdf","2.13","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-数量高频必做100题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-数量高频必做100题.pdf"
"274","新版数量关系+150题.pdf",".pdf","1.97","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版数量关系+150题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版数量关系+150题.pdf"
"275","新版-言语高频必做100题.pdf",".pdf","1.44","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-言语高频必做100题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-言语高频必做100题.pdf"
"276","新版言语理解与表达+150题.pdf",".pdf","18.88","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版言语理解与表达+150题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版言语理解与表达+150题.pdf"
"277","新版资料分析+150题.pdf",".pdf","3.38","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版资料分析+150题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\1.全真题库《行政职业能力测试》\新版资料分析+150题.pdf"
"278","新版-资料高频必做100题.pdf",".pdf","6.34","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-资料高频必做100题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\6.【行政职业能力测试】必做100题\新版-资料高频必做100题.pdf"
"279","行测数学关系经典题型总结.doc",".doc","0.13","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\数量关系模块\行测数学关系经典题型总结.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\数量关系模块\行测数学关系经典题型总结.doc"
"280","行测-资料分析计算技巧点拨.doc",".doc","0.26","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\行测-资料分析计算技巧点拨.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\行测-资料分析计算技巧点拨.doc"
"281","行政能力测试—典型例题试题本分析.doc",".doc","0.62","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\数量关系模块\行政能力测试—典型例题试题本分析.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\数量关系模块\行政能力测试—典型例题试题本分析.doc"
"282","行政职业能力测验高分突破秘籍.pdf",".pdf","1.28","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\2. 《行政职业能力测试》高频考点（重要）\行政职业能力测验高分突破秘籍.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\2. 《行政职业能力测试》高频考点（重要）\行政职业能力测验高分突破秘籍.pdf"
"283","行政职业能力测验核心考点.pdf",".pdf","1.29","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\2. 《行政职业能力测试》高频考点（重要）\行政职业能力测验核心考点.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\2. 《行政职业能力测试》高频考点（重要）\行政职业能力测验核心考点.pdf"
"284","选词填空（230题）.doc",".doc","0.37","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\选词填空（230题）.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\选词填空（230题）.doc"
"285","选词填空大全.doc",".doc","0.2","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\选词填空大全.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\选词填空大全.doc"
"286","言语 判断 三色笔记44页.pdf",".pdf","1.9","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\言语 判断 三色笔记44页.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\言语 判断 三色笔记44页.pdf"
"287","言语 判断 三色笔记讲义44页.pdf",".pdf","1.9","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\言语 判断 三色笔记讲义44页.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\言语 判断 三色笔记讲义44页.pdf"
"288","言语理解考前30分.pdf",".pdf","0.24","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\言语理解考前30分.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\言语理解考前30分.pdf"
"289","政治常识155题试题.pdf",".pdf","0.47","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\政治常识155题试题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\7.【学习重点】常识题库\政治常识155题试题.pdf"
"290","职测必备考点.pdf",".pdf","3.12","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【全新名校讲义】职测必备考点\职测必备考点.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【全新名校讲义】职测必备考点\职测必备考点.pdf"
"291","资料 数量 三色笔记53页.pdf",".pdf","3.63","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\资料 数量 三色笔记53页.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\资料 数量 三色笔记53页.pdf"
"292","资料 数量 三色笔记讲义53页.pdf",".pdf","3.63","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\资料 数量 三色笔记讲义53页.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版讲义行测】职测三色笔记\资料 数量 三色笔记讲义53页.pdf"
"293","资料分析全攻略.doc",".doc","0.33","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\资料分析全攻略.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\资料分析全攻略.doc"
"294","资料分析四大速算技巧.doc",".doc","0.02","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\资料分析四大速算技巧.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\资料分析四大速算技巧.doc"
"295","资料分析习题大全.doc",".doc","1.91","西安高层次人才教育类","职测/行测","题库练习","待判定","暂不批量转换，精选后再处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\资料分析习题大全.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\资料分析模块\资料分析习题大全.doc"
"296","综合知识考前30分.pdf",".pdf","0.22","西安高层次人才教育类","职测/行测","题库练习","待判定","保留原格式","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\综合知识考前30分.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\0.《重点冲刺复习》【职测讲义专项】必过常考知识点讲义\【新版名校行测讲义】考前30分\综合知识考前30分.pdf"
"297","新版教师职业道德.pdf",".pdf","1.16","教基教综","教师职业道德","讲义笔记","核心","建议建立摘录索引，必要时提取文字","教基教综\【01】学霸精美笔记\新版教师职业道德.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【01】学霸精美笔记\新版教师职业道德.pdf"
"298","新版法学.pdf",".pdf","3.32","教基教综","教育法律法规","讲义笔记","核心","建议建立摘录索引，必要时提取文字","教基教综\【01】学霸精美笔记\新版法学.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【01】学霸精美笔记\新版法学.pdf"
"299","新版教育心理学.pdf",".pdf","3.64","教基教综","教育心理学","讲义笔记","核心","建议建立摘录索引，必要时提取文字","教基教综\【01】学霸精美笔记\新版教育心理学.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【01】学霸精美笔记\新版教育心理学.pdf"
"300","教育心理学 .pdf",".pdf","5.35","教基教综","教育心理学","思维导图","核心","建议建立摘录索引，必要时提取文字","教基教综\【03】思维导图\教育心理学 .pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【03】思维导图\教育心理学 .pdf"
"301","新版教育学.pdf",".pdf","4.35","教基教综","教育学","讲义笔记","核心","建议建立摘录索引，必要时提取文字","教基教综\【01】学霸精美笔记\新版教育学.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【01】学霸精美笔记\新版教育学.pdf"
"302","教育学+新课改+教师职业道德 .pdf",".pdf","8.17","教基教综","教育学","思维导图","核心","建议建立摘录索引，必要时提取文字","教基教综\【03】思维导图\教育学+新课改+教师职业道德 .pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【03】思维导图\教育学+新课改+教师职业道德 .pdf"
"303","新版心理学.pdf",".pdf","1.82","教基教综","心理学","讲义笔记","核心","建议建立摘录索引，必要时提取文字","教基教综\【01】学霸精美笔记\新版心理学.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【01】学霸精美笔记\新版心理学.pdf"
"304","心理学 .pdf",".pdf","2.52","教基教综","心理学","思维导图","核心","建议建立摘录索引，必要时提取文字","教基教综\【03】思维导图\心理学 .pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【03】思维导图\心理学 .pdf"
"305","2020年西安高层次人才教育类招聘考试真题及答案解析.pdf",".pdf","0.21","西安高层次人才教育类","待判定","真题","核心","建议建立摘录索引，必要时提取文字","西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2020年西安高层次人才教育类招聘考试真题及答案解析.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2020年西安高层次人才教育类招聘考试真题及答案解析.pdf"
"306","2021年西安高层次人才教育类招聘考试真题及答案解析.pdf",".pdf","0.2","西安高层次人才教育类","待判定","真题","核心","建议建立摘录索引，必要时提取文字","西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2021年西安高层次人才教育类招聘考试真题及答案解析.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2021年西安高层次人才教育类招聘考试真题及答案解析.pdf"
"307","2022年西安高层次人才教育类招聘考试真题及答案解析.pdf",".pdf","0.23","西安高层次人才教育类","待判定","真题","核心","建议建立摘录索引，必要时提取文字","西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2022年西安高层次人才教育类招聘考试真题及答案解析.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2022年西安高层次人才教育类招聘考试真题及答案解析.pdf"
